zip_code,public_transportation_pct,public_transportation_population,minimo,maximo
41015,2.7,254.0,2.7,41015.0
41031,0.3,19.0,0.3,41031.0
41033,,,41033.0,41033.0
41142,,,41142.0,41142.0
41274,,,41274.0,41274.0
41522,2.5,32.0,2.5,41522.0
41622,,,41622.0,41622.0
41017,1.0,202.0,1.0,41017.0
41548,,,41548.0,41548.0
41602,,,41602.0,41602.0
41642,,,41642.0,41642.0
41763,,,41763.0,41763.0
41010,,,41010.0,41010.0
41063,,,41063.0,41063.0
41056,0.4,22.0,0.4,41056.0
41076,1.9,173.0,1.9,41076.0
41092,0.5,8.0,0.5,41092.0
41203,,,41203.0,41203.0
41204,,,41204.0,41204.0
41332,,,41332.0,41332.0
41514,1.2,10.0,1.2,41514.0
41531,,,41531.0,41531.0
41538,,,41538.0,41538.0
41666,,,41666.0,41666.0
41712,,,41712.0,41712.0
41719,,,41719.0,41719.0
41723,,,41723.0,41723.0
41776,3.0,12.0,3.0,41776.0
41810,,,41810.0,41810.0
41812,,,41812.0,41812.0
41817,,,41817.0,41817.0
41232,3.3,6.0,3.3,41232.0
41043,0.6,5.0,0.6,41043.0
41554,4.4,11.0,4.4,41554.0
41804,,,41804.0,41804.0
41311,,,41311.0,41311.0
41663,,,41663.0,41663.0
41832,,,41832.0,41832.0
41011,7.7,983.0,7.7,41011.0
41002,,,41002.0,41002.0
41005,1.5,183.0,1.5,41005.0
41008,,,41008.0,41008.0
41030,,,41030.0,41030.0
41034,,,41034.0,41034.0
41135,20.0,5.0,5.0,41135.0
41360,,,41360.0,41360.0
41512,2.5,5.0,2.5,41512.0
40964,,,40964.0,40964.0
41713,,,41713.0,41713.0
41099,4.1,18.0,4.1,41099.0
41366,,,41366.0,41366.0
41062,,,41062.0,41062.0
41352,,,41352.0,41352.0
41517,,,41517.0,41517.0
41526,,,41526.0,41526.0
41271,,,41271.0,41271.0
41848,,,41848.0,41848.0
41074,3.2,77.0,3.2,41074.0
41086,,,41086.0,41086.0
41093,,,41093.0,41093.0
41095,0.5,7.0,0.5,41095.0
41097,,,41097.0,41097.0
41102,0.3,25.0,0.3,41102.0
41129,,,41129.0,41129.0
41141,,,41141.0,41141.0
41164,,,41164.0,41164.0
41171,0.7,7.0,0.7,41171.0
41264,5.8,8.0,5.8,41264.0
41616,,,41616.0,41616.0
44907,1.5,96.0,1.5,44907.0
43623,0.6,61.0,0.6,43623.0
43730,,,43730.0,43730.0
43734,,,43734.0,43734.0
43767,,,43767.0,43767.0
43768,,,43768.0,43768.0
43778,,,43778.0,43778.0
43793,,,43793.0,43793.0
43812,0.2,15.0,0.2,43812.0
43824,0.6,11.0,0.6,43824.0
43832,,,43832.0,43832.0
43844,0.1,2.0,0.1,43844.0
43845,2.0,39.0,2.0,43845.0
43910,,,43910.0,43910.0
43933,,,43933.0,43933.0
43951,,,43951.0,43951.0
43906,0.7,23.0,0.7,43906.0
43928,,,43928.0,43928.0
43934,,,43934.0,43934.0
43935,1.1,43.0,1.1,43935.0
43945,,,43945.0,43945.0
43946,2.4,18.0,2.4,43946.0
43968,0.4,9.0,0.4,43968.0
43977,,,43977.0,43977.0
43541,,,43541.0,43541.0
43547,,,43547.0,43547.0
43554,,,43554.0,43554.0
43609,6.5,513.0,6.5,43609.0
43620,1.2,24.0,1.2,43620.0
43701,0.4,99.0,0.4,43701.0
43739,,,43739.0,43739.0
43713,,,43713.0,43713.0
43718,0.2,3.0,0.2,43718.0
43722,,,43722.0,43722.0
43748,,,43748.0,43748.0
43758,0.2,3.0,0.2,43758.0
43764,0.8,28.0,0.8,43764.0
43773,,,43773.0,43773.0
43811,0.3,1.0,0.3,43811.0
43843,,,43843.0,43843.0
43915,4.5,21.0,4.5,43915.0
43942,1.0,11.0,1.0,43942.0
43983,,,43983.0,43983.0
43986,,,43986.0,43986.0
43344,,,43344.0,43344.0
43412,,,43412.0,43412.0
43413,,,43413.0,43413.0
43416,4.2,49.0,4.2,43416.0
43431,,,43431.0,43431.0
43437,,,43437.0,43437.0
43438,,,43438.0,43438.0
43456,,,43456.0,43456.0
43522,0.2,3.0,0.2,43522.0
43548,,,43548.0,43548.0
43551,0.1,16.0,0.1,43551.0
43605,2.7,256.0,2.7,43605.0
43616,1.0,96.0,1.0,43616.0
43720,,,43720.0,43720.0
43732,,,43732.0,43732.0
43735,,,43735.0,43735.0
43754,7.7,48.0,7.7,43754.0
43760,1.5,12.0,1.5,43760.0
43762,,,43762.0,43762.0
43830,,,43830.0,43830.0
43837,,,43837.0,43837.0
43901,,,43901.0,43901.0
43908,,,43908.0,43908.0
43913,,,43913.0,43913.0
43914,,,43914.0,43914.0
43961,,,43961.0,43961.0
43962,,,43962.0,43962.0
43749,1.9,23.0,1.9,43749.0
43912,0.7,18.0,0.7,43912.0
43926,,,43926.0,43926.0
43939,,,43939.0,43939.0
43950,0.2,15.0,0.2,43950.0
43971,2.3,12.0,2.3,43971.0
43531,,,43531.0,43531.0
43501,3.9,13.0,3.9,43501.0
43502,,,43502.0,43502.0
43516,,,43516.0,43516.0
43540,,,43540.0,43540.0
43570,0.8,12.0,0.8,43570.0
43571,0.3,11.0,0.3,43571.0
43606,3.1,352.0,3.1,43606.0
43607,5.3,446.0,5.3,43607.0
43719,,,43719.0,43719.0
43721,,,43721.0,43721.0
43005,,,43005.0,43005.0
43015,0.4,102.0,0.4,43015.0
43022,,,43022.0,43022.0
43050,0.6,70.0,0.6,43050.0
43070,,,43070.0,43070.0
43127,,,43127.0,43127.0
43130,0.6,146.0,0.6,43130.0
43160,0.3,24.0,0.3,43160.0
43201,5.0,947.0,5.0,43201.0
43213,5.2,783.0,5.2,43213.0
43220,2.5,352.0,2.5,43220.0
43321,,,43321.0,43321.0
43338,1.5,67.0,1.5,43338.0
43351,0.2,9.0,0.2,43351.0
43357,0.6,11.0,0.6,43357.0
43360,,,43360.0,43360.0
43046,0.5,9.0,0.5,43046.0
43010,,,43010.0,43010.0
43028,0.1,4.0,0.1,43028.0
43033,,,43033.0,43033.0
43054,0.4,52.0,0.4,43054.0
43060,,,43060.0,43060.0
43074,,,43074.0,43074.0
43082,0.2,26.0,0.2,43082.0
43084,,,43084.0,43084.0
43103,,,43103.0,43103.0
43106,,,43106.0,43106.0
43116,0.4,3.0,0.4,43116.0
43119,0.3,48.0,0.3,43119.0
43123,0.5,177.0,0.5,43123.0
43140,0.3,25.0,0.3,43140.0
43143,,,43143.0,43143.0
43146,,,43146.0,43146.0
43209,2.6,373.0,2.6,43209.0
43222,4.0,56.0,4.0,43222.0
43331,0.2,3.0,0.2,43331.0
43332,,,43332.0,43332.0
43006,,,43006.0,43006.0
43462,,,43462.0,43462.0
43465,0.1,2.0,0.1,43465.0
43004,0.2,25.0,0.2,43004.0
43009,,,43009.0,43009.0
43466,0.6,6.0,0.6,43466.0
43333,,,43333.0,43333.0
43334,,,43334.0,43334.0
43336,,,43336.0,43336.0
43341,,,43341.0,43341.0
43406,1.4,11.0,1.4,43406.0
43410,0.9,47.0,0.9,43410.0
43420,1.2,167.0,1.2,43420.0
43435,0.1,1.0,0.1,43435.0
43440,0.8,17.0,0.8,43440.0
43443,,,43443.0,43443.0
43445,2.4,12.0,2.4,43445.0
43452,0.8,51.0,0.8,43452.0
43468,27.5,42.0,27.5,43468.0
43515,0.3,11.0,0.3,43515.0
43518,,,43518.0,43518.0
43525,0.5,3.0,0.5,43525.0
43532,,,43532.0,43532.0
43565,,,43565.0,43565.0
43567,0.2,14.0,0.2,43567.0
43610,10.3,168.0,10.3,43610.0
43727,,,43727.0,43727.0
43725,0.3,21.0,0.3,43725.0
43738,,,43738.0,43738.0
43747,,,43747.0,43747.0
43771,,,43771.0,43771.0
43777,0.4,8.0,0.4,43777.0
43782,,,43782.0,43782.0
43783,2.0,40.0,2.0,43783.0
43787,0.6,7.0,0.6,43787.0
43802,,,43802.0,43802.0
43804,,,43804.0,43804.0
43903,,,43903.0,43903.0
43555,,,43555.0,43555.0
43557,,,43557.0,43557.0
43611,1.4,107.0,1.4,43611.0
43619,,,43619.0,43619.0
43227,9.2,976.0,9.2,43227.0
43326,0.2,11.0,0.2,43326.0
43340,,,43340.0,43340.0
43016,0.5,92.0,0.5,43016.0
43023,0.3,21.0,0.3,43023.0
43310,0.2,3.0,0.2,43310.0
43324,,,43324.0,43324.0
43342,,,43342.0,43342.0
43345,,,43345.0,43345.0
43347,1.0,7.0,1.0,43347.0
43359,0.5,2.0,0.5,43359.0
43408,,,43408.0,43408.0
43450,0.7,12.0,0.7,43450.0
43451,,,43451.0,43451.0
43460,0.7,24.0,0.7,43460.0
43464,,,43464.0,43464.0
43506,0.5,33.0,0.5,43506.0
43842,,,43842.0,43842.0
43902,,,43902.0,43902.0
43907,,,43907.0,43907.0
43917,,,43917.0,43917.0
43925,,,43925.0,43925.0
43967,,,43967.0,43967.0
43972,,,43972.0,43972.0
43974,,,43974.0,43974.0
43032,,,43032.0,43032.0
43036,,,43036.0,43036.0
43055,0.4,106.0,0.4,43055.0
43061,0.1,2.0,0.1,43061.0
43066,,,43066.0,43066.0
43078,,,43078.0,43078.0
43002,,,43002.0,43002.0
43011,1.7,70.0,1.7,43011.0
43014,,,43014.0,43014.0
43019,,2.0,2.0,43019.0
43031,,2.0,2.0,43031.0
43035,0.1,17.0,0.1,43035.0
43040,1.2,193.0,1.2,43040.0
43056,0.6,54.0,0.6,43056.0
43062,0.1,19.0,0.1,43062.0
43065,0.1,17.0,0.1,43065.0
43072,0.1,4.0,0.1,43072.0
43081,0.6,200.0,0.6,43081.0
43110,1.3,246.0,1.3,43110.0
43125,0.2,13.0,0.2,43125.0
43136,,,43136.0,43136.0
43137,,,43137.0,43137.0
43963,0.5,3.0,0.5,43963.0
43001,1.0,15.0,1.0,43001.0
43008,,,43008.0,43008.0
43017,0.6,117.0,0.6,43017.0
43021,0.1,5.0,0.1,43021.0
43071,,,43071.0,43071.0
43080,,,43080.0,43080.0
43085,0.5,70.0,0.5,43085.0
43101,14.6,13.0,13.0,43101.0
43102,1.6,32.0,1.6,43102.0
43154,,,43154.0,43154.0
43156,,,43156.0,43156.0
43157,,,43157.0,43157.0
43206,7.1,848.0,7.1,43206.0
43953,,1.0,1.0,43953.0
43210,9.6,354.0,9.6,43210.0
43356,,,43356.0,43356.0
43534,0.6,5.0,0.6,43534.0
43537,0.2,27.0,0.2,43537.0
43543,0.3,11.0,0.3,43543.0
43545,0.5,35.0,0.5,43545.0
43558,,,43558.0,43558.0
43560,0.3,46.0,0.3,43560.0
43608,5.3,240.0,5.3,43608.0
43613,1.0,156.0,1.0,43613.0
43615,1.0,191.0,1.0,43615.0
43716,,,43716.0,43716.0
43723,,,43723.0,43723.0
43724,,1.0,1.0,43724.0
43756,0.2,3.0,0.2,43756.0
43766,2.0,13.0,2.0,43766.0
43821,,,43821.0,43821.0
43840,,,43840.0,43840.0
43938,0.3,6.0,0.3,43938.0
43905,,,43905.0,43905.0
43920,0.3,26.0,0.3,43920.0
43930,,,43930.0,43930.0
43940,,,43940.0,43940.0
43318,,,43318.0,43318.0
43319,,,43319.0,43319.0
43322,,,43322.0,43322.0
43348,,,43348.0,43348.0
43358,,,43358.0,43358.0
43402,0.6,107.0,0.6,43402.0
43432,,,43432.0,43432.0
43458,2.9,6.0,2.9,43458.0
43524,,,43524.0,43524.0
43529,,,43529.0,43529.0
43536,,,43536.0,43536.0
43549,,,43549.0,43549.0
43566,0.5,20.0,0.5,43566.0
43604,7.4,192.0,7.4,43604.0
43717,,,43717.0,43717.0
43728,,,43728.0,43728.0
43740,,,43740.0,43740.0
43746,,,43746.0,43746.0
43755,,,43755.0,43755.0
43779,,,43779.0,43779.0
43788,,,43788.0,43788.0
43822,,,43822.0,43822.0
44460,0.3,40.0,0.3,44460.0
44515,0.5,62.0,0.5,44515.0
44601,0.8,115.0,0.8,44601.0
44609,,,44609.0,44609.0
44620,,,44620.0,44620.0
44633,,,44633.0,44633.0
44637,0.5,7.0,0.5,44637.0
44640,,,44640.0,44640.0
44659,,,44659.0,44659.0
44004,0.9,113.0,0.9,44004.0
44024,0.5,55.0,0.5,44024.0
44046,,,44046.0,44046.0
44047,1.0,41.0,1.0,44047.0
44054,0.7,46.0,0.7,44054.0
44055,1.1,75.0,1.1,44055.0
44081,0.1,3.0,0.1,44081.0
44087,,5.0,5.0,44087.0
44092,0.6,55.0,0.6,44092.0
44104,21.7,1045.0,21.7,44104.0
44108,18.5,1277.0,18.5,44108.0
44120,14.2,2027.0,14.2,44120.0
44121,5.0,790.0,5.0,44121.0
44126,1.6,131.0,1.6,44126.0
44133,0.5,76.0,0.5,44133.0
44145,1.2,200.0,1.2,44145.0
44147,0.5,53.0,0.5,44147.0
44202,0.4,46.0,0.4,44202.0
44254,,,44254.0,44254.0
44255,0.7,29.0,0.7,44255.0
44280,,,44280.0,44280.0
44286,,1.0,1.0,44286.0
44833,,,44833.0,44833.0
44805,0.4,55.0,0.4,44805.0
44814,,,44814.0,44814.0
44820,0.1,6.0,0.1,44820.0
44828,,,44828.0,44828.0
44837,0.5,10.0,0.5,44837.0
44838,,,44838.0,44838.0
44865,7.4,112.0,7.4,44865.0
44878,,,44878.0,44878.0
44887,,,44887.0,44887.0
44904,0.3,16.0,0.3,44904.0
44022,1.1,93.0,1.1,44022.0
44026,0.4,24.0,0.4,44026.0
44080,,,44080.0,44080.0
44836,,,44836.0,44836.0
44851,,,44851.0,44851.0
44856,,,44856.0,44856.0
44866,,,44866.0,44866.0
44902,4.0,52.0,4.0,44902.0
44023,0.5,39.0,0.5,44023.0
44074,0.4,18.0,0.4,44074.0
44084,,,44084.0,44084.0
44105,10.5,1314.0,10.5,44105.0
44106,6.7,700.0,6.7,44106.0
44107,4.5,1323.0,4.5,44107.0
44109,5.4,944.0,5.4,44109.0
44115,15.5,426.0,15.5,44115.0
44117,8.8,362.0,8.8,44117.0
44666,,,44666.0,44666.0
44710,3.0,125.0,3.0,44710.0
44138,1.1,128.0,1.1,44138.0
44217,,,44217.0,44217.0
44124,1.5,275.0,1.5,44124.0
44143,2.6,302.0,2.6,44143.0
44144,2.9,317.0,2.9,44144.0
44221,0.4,68.0,0.4,44221.0
44230,0.1,3.0,0.1,44230.0
44656,,,44656.0,44656.0
44663,0.1,13.0,0.1,44663.0
44680,,,44680.0,44680.0
44681,,,44681.0,44681.0
44706,1.0,77.0,1.0,44706.0
44709,2.2,212.0,2.2,44709.0
44714,2.2,83.0,2.2,44714.0
44720,1.0,195.0,1.0,44720.0
44064,,,44064.0,44064.0
44077,0.9,229.0,0.9,44077.0
44093,,,44093.0,44093.0
44099,1.1,9.0,1.1,44099.0
44113,5.4,520.0,5.4,44113.0
44114,8.2,263.0,8.2,44114.0
44132,7.7,513.0,7.7,44132.0
44135,4.3,511.0,4.3,44135.0
44136,1.6,212.0,1.6,44136.0
44215,,,44215.0,44215.0
44140,1.7,133.0,1.7,44140.0
44141,1.5,104.0,1.5,44141.0
44212,0.8,202.0,0.8,44212.0
44223,0.3,22.0,0.3,44223.0
44233,,1.0,1.0,44233.0
44243,,,44243.0,44243.0
44256,0.3,106.0,0.3,44256.0
44302,6.1,162.0,6.1,44302.0
44310,3.4,375.0,3.4,44310.0
44403,,,44403.0,44403.0
44429,,,44429.0,44429.0
44445,,,44445.0,44445.0
44721,0.2,16.0,0.2,44721.0
44809,,,44809.0,44809.0
44824,,,44824.0,44824.0
44847,,,44847.0,44847.0
44849,2.2,23.0,2.2,44849.0
43025,0.8,19.0,0.8,43025.0
43029,,,43029.0,43029.0
43068,0.6,166.0,0.6,43068.0
43109,,,43109.0,43109.0
43126,,,43126.0,43126.0
43128,,,43128.0,43128.0
43142,,,43142.0,43142.0
43149,,,43149.0,43149.0
43153,,,43153.0,43153.0
43203,16.3,563.0,16.3,43203.0
43211,11.6,923.0,11.6,43211.0
43230,0.4,129.0,0.4,43230.0
43314,1.6,23.0,1.6,43314.0
43320,0.4,4.0,0.4,43320.0
43323,1.6,5.0,1.6,43323.0
43407,0.3,1.0,0.3,43407.0
43447,,,43447.0,43447.0
43449,0.8,30.0,0.8,43449.0
43467,,,43467.0,43467.0
43504,0.3,2.0,0.3,43504.0
43517,,,43517.0,43517.0
43542,,,43542.0,43542.0
43553,,,43553.0,43553.0
43927,,,43927.0,43927.0
43944,,,43944.0,43944.0
43948,1.3,3.0,1.3,43948.0
43964,,1.0,1.0,43964.0
43973,,,43973.0,43973.0
43976,0.4,3.0,0.4,43976.0
43511,,,43511.0,43511.0
43469,,,43469.0,43469.0
43512,0.3,44.0,0.3,43512.0
43526,1.0,28.0,1.0,43526.0
43528,,1.0,1.0,43528.0
43533,,,43533.0,43533.0
43535,0.2,1.0,0.2,43535.0
43112,0.1,3.0,0.1,43112.0
43113,0.2,21.0,0.2,43113.0
43148,0.6,8.0,0.6,43148.0
43150,,,43150.0,43150.0
43204,2.3,432.0,2.3,43204.0
43212,2.5,340.0,2.5,43212.0
43214,2.9,453.0,2.9,43214.0
43215,2.6,269.0,2.6,43215.0
43223,3.5,295.0,3.5,43223.0
43229,2.4,619.0,2.4,43229.0
43231,2.1,224.0,2.1,43231.0
43232,3.3,642.0,3.3,43232.0
43235,0.6,127.0,0.6,43235.0
43302,1.0,207.0,1.0,43302.0
43138,0.4,30.0,0.4,43138.0
43144,,,43144.0,43144.0
43240,,,43240.0,43240.0
43026,0.3,117.0,0.3,43026.0
43037,,,43037.0,43037.0
43045,,,43045.0,43045.0
43067,,,43067.0,43067.0
43077,,,43077.0,43077.0
43111,,,43111.0,43111.0
43115,1.1,6.0,1.1,43115.0
43135,1.3,19.0,1.3,43135.0
43145,,,43145.0,43145.0
43152,,,43152.0,43152.0
43155,,,43155.0,43155.0
43158,,,43158.0,43158.0
43162,,,43162.0,43162.0
43164,1.0,10.0,1.0,43164.0
43205,8.1,447.0,8.1,43205.0
43219,6.8,840.0,6.8,43219.0
43224,4.8,950.0,4.8,43224.0
43731,0.6,12.0,0.6,43731.0
43780,,,43780.0,43780.0
43952,1.4,96.0,1.4,43952.0
43228,0.9,227.0,0.9,43228.0
43521,0.2,2.0,0.2,43521.0
43044,,,43044.0,43044.0
43147,0.3,58.0,0.3,43147.0
43221,0.8,146.0,0.8,43221.0
43430,,,43430.0,43430.0
43527,,,43527.0,43527.0
41643,,,41643.0,41643.0
44235,,,44235.0,44235.0
44236,0.6,70.0,0.6,44236.0
44240,2.0,398.0,2.0,44240.0
44262,1.2,32.0,1.2,44262.0
44270,,,44270.0,44270.0
44303,2.0,83.0,2.0,44303.0
44622,0.8,63.0,0.8,44622.0
44627,0.8,24.0,0.8,44627.0
44628,,,44628.0,44628.0
44629,0.1,1.0,0.1,44629.0
44632,0.3,16.0,0.3,44632.0
44646,1.4,301.0,1.4,44646.0
44657,,,44657.0,44657.0
44672,,,44672.0,44672.0
44695,0.3,2.0,0.3,44695.0
44802,,,44802.0,44802.0
44815,,,44815.0,44815.0
44818,,,44818.0,44818.0
44839,,,44839.0,44839.0
44840,,,44840.0,44840.0
44853,0.9,7.0,0.9,44853.0
44857,0.3,33.0,0.3,44857.0
44875,,,44875.0,44875.0
44011,0.6,62.0,0.6,44011.0
44021,0.1,3.0,0.1,44021.0
44028,0.7,33.0,0.7,44028.0
44053,0.3,26.0,0.3,44053.0
44056,1.9,123.0,1.9,44056.0
44057,0.7,67.0,0.7,44057.0
44062,0.2,10.0,0.2,44062.0
44405,1.4,39.0,1.4,44405.0
44410,0.4,31.0,0.4,44410.0
44413,0.7,22.0,0.7,44413.0
44420,0.8,58.0,0.8,44420.0
44437,,,44437.0,44437.0
44473,,,44473.0,44473.0
44502,1.8,59.0,1.8,44502.0
44611,,,44611.0,44611.0
44613,,,44613.0,44613.0
44621,,,44621.0,44621.0
44626,0.1,2.0,0.1,44626.0
44854,,,44854.0,44854.0
44880,1.9,21.0,1.9,44880.0
44889,,,44889.0,44889.0
44903,2.2,232.0,2.2,44903.0
44906,1.0,72.0,1.0,44906.0
44241,,,44241.0,44241.0
44288,0.7,11.0,0.7,44288.0
44304,5.1,113.0,5.1,44304.0
44320,9.3,714.0,9.3,44320.0
44321,,,44321.0,44321.0
44406,0.4,42.0,0.4,44406.0
44432,0.6,27.0,0.6,44432.0
44441,0.1,1.0,0.1,44441.0
44443,,,44443.0,44443.0
44444,0.3,11.0,0.3,44444.0
44483,0.4,43.0,0.4,44483.0
44503,19.0,16.0,16.0,44503.0
44510,8.8,58.0,8.8,44510.0
44614,0.5,30.0,0.5,44614.0
44641,,,44641.0,44641.0
44653,,,44653.0,44653.0
44662,0.4,17.0,0.4,44662.0
44670,,,44670.0,44670.0
44671,,,44671.0,44671.0
44676,,,44676.0,44676.0
44707,3.7,123.0,3.7,44707.0
44804,,,44804.0,44804.0
44807,1.1,13.0,1.1,44807.0
44811,,,44811.0,44811.0
44825,,,44825.0,44825.0
44830,0.2,18.0,0.2,44830.0
44408,,,44408.0,44408.0
44411,,,44411.0,44411.0
44436,,,44436.0,44436.0
44450,,,44450.0,44450.0
44451,,,44451.0,44451.0
44471,0.4,21.0,0.4,44471.0
44484,0.3,31.0,0.3,44484.0
44485,0.5,24.0,0.5,44485.0
44490,,,44490.0,44490.0
44610,,,44610.0,44610.0
44001,0.5,47.0,0.5,44001.0
44030,0.4,24.0,0.4,44030.0
44032,1.7,11.0,1.7,44032.0
44040,0.1,1.0,0.1,44040.0
44041,0.5,32.0,0.5,44041.0
44050,,,44050.0,44050.0
44076,,,44076.0,44076.0
44102,11.0,1979.0,11.0,44102.0
44110,18.4,1249.0,18.4,44110.0
44111,6.0,1163.0,6.0,44111.0
44125,2.8,368.0,2.8,44125.0
44137,6.6,673.0,6.6,44137.0
44142,1.3,113.0,1.3,44142.0
44201,,,44201.0,44201.0
44214,,,44214.0,44214.0
44231,1.7,74.0,1.7,44231.0
44260,,,44260.0,44260.0
44266,0.2,27.0,0.2,44266.0
44272,,,44272.0,44272.0
44273,0.4,14.0,0.4,44273.0
44276,,,44276.0,44276.0
44287,,1.0,1.0,44287.0
44146,3.1,431.0,3.1,44146.0
44250,,,44250.0,44250.0
44253,,,44253.0,44253.0
44308,8.7,23.0,8.7,44308.0
44311,8.4,277.0,8.4,44311.0
44402,,,44402.0,44402.0
44427,1.8,12.0,1.8,44427.0
44003,,,44003.0,44003.0
44012,0.7,83.0,0.7,44012.0
44035,0.6,175.0,0.6,44035.0
44048,,,44048.0,44048.0
44060,1.2,368.0,1.2,44060.0
44067,0.2,18.0,0.2,44067.0
44070,2.9,464.0,2.9,44070.0
44082,3.9,24.0,3.9,44082.0
44085,,,44085.0,44085.0
44086,,,44086.0,44086.0
44094,0.5,100.0,0.5,44094.0
44122,4.9,767.0,4.9,44122.0
44127,15.6,239.0,15.6,44127.0
44128,10.1,1129.0,10.1,44128.0
44130,1.4,343.0,1.4,44130.0
44131,0.7,79.0,0.7,44131.0
44134,1.3,257.0,1.3,44134.0
44634,0.1,1.0,0.1,44634.0
44638,,,44638.0,44638.0
44647,0.9,79.0,0.9,44647.0
44661,,,44661.0,44661.0
44683,0.5,20.0,0.5,44683.0
44685,0.1,9.0,0.1,44685.0
44689,,,44689.0,44689.0
44697,2.8,2.0,2.0,44697.0
44703,8.3,316.0,8.3,44703.0
44705,2.1,160.0,2.1,44705.0
44708,2.0,244.0,2.0,44708.0
44827,1.2,34.0,1.2,44827.0
44842,,,44842.0,44842.0
44861,,,44861.0,44861.0
44867,0.8,9.0,0.8,44867.0
44870,1.7,309.0,1.7,44870.0
44882,,,44882.0,44882.0
44905,0.8,42.0,0.8,44905.0
44412,0.1,1.0,0.1,44412.0
44417,,,44417.0,44417.0
44123,6.0,493.0,6.0,44123.0
44129,1.6,231.0,1.6,44129.0
44425,0.7,45.0,0.7,44425.0
44430,,,44430.0,44430.0
44442,,,44442.0,44442.0
44506,2.9,26.0,2.9,44506.0
44612,0.1,2.0,0.1,44612.0
44615,,,44615.0,44615.0
44691,0.1,28.0,0.1,44691.0
44816,,,44816.0,44816.0
44841,,,44841.0,44841.0
44846,,,44846.0,44846.0
44850,,,44850.0,44850.0
44855,,,44855.0,44855.0
44859,0.1,1.0,0.1,44859.0
44890,0.5,25.0,0.5,44890.0
44438,1.1,19.0,1.1,44438.0
44507,9.1,119.0,9.1,44507.0
44514,0.1,7.0,0.1,44514.0
44625,,,44625.0,44625.0
44667,,,44667.0,44667.0
44669,,,44669.0,44669.0
44688,,,44688.0,44688.0
44690,,,44690.0,44690.0
44693,,,44693.0,44693.0
44704,3.8,35.0,3.8,44704.0
44718,0.9,53.0,0.9,44718.0
44730,0.3,8.0,0.3,44730.0
44813,1.6,64.0,1.6,44813.0
44817,1.9,17.0,1.9,44817.0
44651,,,44651.0,44651.0
44699,,,44699.0,44699.0
44072,,,44072.0,44072.0
44118,3.6,677.0,3.6,44118.0
44203,1.1,199.0,1.1,44203.0
44264,1.0,15.0,1.0,44264.0
44431,0.5,10.0,0.5,44431.0
44139,0.3,38.0,0.3,44139.0
44216,0.3,16.0,0.3,44216.0
44278,0.2,20.0,0.2,44278.0
44313,1.6,207.0,1.6,44313.0
44314,3.7,308.0,3.7,44314.0
44418,,,44418.0,44418.0
44428,,,44428.0,44428.0
44446,0.8,73.0,0.8,44446.0
44449,,,44449.0,44449.0
44452,,,44452.0,44452.0
44454,,,44454.0,44454.0
43013,,,43013.0,43013.0
43076,0.6,24.0,0.6,43076.0
43151,,,43151.0,43151.0
43202,8.2,1145.0,8.2,43202.0
43337,,,43337.0,43337.0
43761,,,43761.0,43761.0
43836,,,43836.0,43836.0
43433,,,43433.0,43433.0
44285,,,44285.0,44285.0
43434,,,43434.0,43434.0
43931,,,43931.0,43931.0
43750,,,43750.0,43750.0
43736,7.7,2.0,2.0,43736.0
43711,,,43711.0,43711.0
44826,,,44826.0,44826.0
44678,,,44678.0,44678.0
43403,,,43403.0,43403.0
43519,,,43519.0,43519.0
43786,,,43786.0,43786.0
43446,,,43446.0,43446.0
43003,0.2,3.0,0.2,43003.0
43556,,,43556.0,43556.0
43617,0.6,22.0,0.6,43617.0
43772,,,43772.0,43772.0
43805,,,43805.0,43805.0
43330,,,43330.0,43330.0
43943,0.2,2.0,0.2,43943.0
43463,,,43463.0,43463.0
43117,,,43117.0,43117.0
43523,,,43523.0,43523.0
43970,,,43970.0,43970.0
43759,,,43759.0,43759.0
43985,,,43985.0,43985.0
43505,,,43505.0,43505.0
43064,0.1,7.0,0.1,43064.0
43105,,,43105.0,43105.0
43932,,,43932.0,43932.0
43988,,,43988.0,43988.0
43107,0.1,2.0,0.1,43107.0
43317,,,43317.0,43317.0
43439,,,43439.0,43439.0
43569,0.1,1.0,0.1,43569.0
43614,0.5,74.0,0.5,43614.0
43733,,,43733.0,43733.0
43315,1.0,32.0,1.0,43315.0
43207,3.5,689.0,3.5,43207.0
43217,0.4,4.0,0.4,43217.0
43311,0.1,11.0,0.1,43311.0
43316,,,43316.0,43316.0
43343,,,43343.0,43343.0
43442,1.4,7.0,1.4,43442.0
43457,0.3,2.0,0.3,43457.0
43612,1.3,167.0,1.3,43612.0
43947,,,43947.0,43947.0
43030,,,43030.0,43030.0
44607,,,44607.0,44607.0
44881,,,44881.0,44881.0
44844,,,44844.0,44844.0
44864,3.6,61.0,3.6,44864.0
44874,,,44874.0,44874.0
44439,,,44439.0,44439.0
44652,,,44652.0,44652.0
44149,1.1,106.0,1.1,44149.0
44265,,,44265.0,44265.0
44044,0.2,13.0,0.2,44044.0
44112,16.4,1131.0,16.4,44112.0
44224,0.2,32.0,0.2,44224.0
44275,0.2,4.0,0.2,44275.0
44493,,,44493.0,44493.0
44049,,,44049.0,44049.0
44455,2.3,18.0,2.3,44455.0
44481,0.4,20.0,0.4,44481.0
44491,,,44491.0,44491.0
44504,2.7,50.0,2.7,44504.0
