zip_code,public_transportation_pct,public_transportation_population,minimo,maximo
25647,,,25647.0,25647.0
25651,,,25651.0,25651.0
25678,,,25678.0,25678.0
25059,,,25059.0,25059.0
25060,,,25060.0,25060.0
25123,,,25123.0,25123.0
25972,,,25972.0,25972.0
25976,,,25976.0,25976.0
25152,,,25152.0,25152.0
25244,,,25244.0,25244.0
25275,,,25275.0,25275.0
25514,1.1,11.0,1.1,25514.0
25009,,,25009.0,25009.0
25028,,,25028.0,25028.0
25035,,,25035.0,25035.0
25036,,,25036.0,25036.0
25162,,,25162.0,25162.0
25414,1.6,135.0,1.6,25414.0
25565,,,25565.0,25565.0
25840,,,25840.0,25840.0
25989,,,25989.0,25989.0
25873,,,25873.0,25873.0
25082,,,25082.0,25082.0
25810,,,25810.0,25810.0
25690,,,25690.0,25690.0
25264,,,25264.0,25264.0
25309,1.8,104.0,1.8,25309.0
25044,,,25044.0,25044.0
25305,,,25305.0,25305.0
26040,0.6,5.0,0.6,26040.0
26041,0.6,34.0,0.6,26041.0
26060,,,26060.0,26060.0
26070,,,26070.0,26070.0
26074,,,26074.0,26074.0
26422,,,26422.0,26422.0
26431,,,26431.0,26431.0
26436,,,26436.0,26436.0
26501,1.3,128.0,1.3,26501.0
26505,4.7,830.0,4.7,26505.0
26534,5.3,59.0,5.3,26534.0
26547,2.7,30.0,2.7,26547.0
26575,,,26575.0,26575.0
26582,0.4,7.0,0.4,26582.0
26610,,,26610.0,26610.0
26615,,,26615.0,26615.0
26617,,,26617.0,26617.0
26691,,,26691.0,26691.0
26763,,,26763.0,26763.0
26812,,,26812.0,26812.0
26815,,,26815.0,26815.0
26845,,,26845.0,26845.0
26301,1.4,175.0,1.4,26301.0
26369,,,26369.0,26369.0
26386,,,26386.0,26386.0
26410,1.0,4.0,1.0,26410.0
26421,,,26421.0,26421.0
26444,0.7,12.0,0.7,26444.0
26451,,,26451.0,26451.0
26456,,,26456.0,26456.0
26508,1.3,223.0,1.3,26508.0
26542,,,26542.0,26542.0
26543,,,26543.0,26543.0
26568,,,26568.0,26568.0
26571,,,26571.0,26571.0
26572,,,26572.0,26572.0
26761,,,26761.0,26761.0
26764,,,26764.0,26764.0
26817,,,26817.0,26817.0
26865,,,26865.0,26865.0
26636,,,26636.0,26636.0
26638,,,26638.0,26638.0
26660,,,26660.0,26660.0
26720,,,26720.0,26720.0
26755,,,26755.0,26755.0
26802,,,26802.0,26802.0
26847,1.1,28.0,1.1,26847.0
26055,,,26055.0,26055.0
26133,,,26133.0,26133.0
26137,,,26137.0,26137.0
26142,,,26142.0,26142.0
26147,1.4,8.0,1.4,26147.0
26175,,,26175.0,26175.0
26202,12.6,35.0,12.6,26202.0
26218,,,26218.0,26218.0
26263,,,26263.0,26263.0
26264,,,26264.0,26264.0
26541,,,26541.0,26541.0
26576,,,26576.0,26576.0
26627,,,26627.0,26627.0
26629,,,26629.0,26629.0
26676,,,26676.0,26676.0
26680,,,26680.0,26680.0
26714,,,26714.0,26714.0
26726,1.5,77.0,1.5,26726.0
26731,,,26731.0,26731.0
26753,,,26753.0,26753.0
26757,0.9,23.0,0.9,26757.0
26804,,,26804.0,26804.0
26823,,,26823.0,26823.0
26855,,,26855.0,26855.0
26003,1.5,281.0,1.5,26003.0
26031,,,26031.0,26031.0
26150,,,26150.0,26150.0
26152,,,26152.0,26152.0
26159,,,26159.0,26159.0
26180,,,26180.0,26180.0
26184,,,26184.0,26184.0
26217,,,26217.0,26217.0
26224,6.8,11.0,6.8,26224.0
26259,,,26259.0,26259.0
26269,,,26269.0,26269.0
26278,,,26278.0,26278.0
26294,,,26294.0,26294.0
26327,,,26327.0,26327.0
26330,,,26330.0,26330.0
26348,,,26348.0,26348.0
26349,,,26349.0,26349.0
26354,,,26354.0,26354.0
26384,,,26384.0,26384.0
26405,,,26405.0,26405.0
26438,,,26438.0,26438.0
26448,,,26448.0,26448.0
26585,,,26585.0,26585.0
26662,,,26662.0,26662.0
26678,,,26678.0,26678.0
26036,,,26036.0,26036.0
26101,1.5,170.0,1.5,26101.0
26138,,,26138.0,26138.0
26148,,,26148.0,26148.0
26164,0.8,23.0,0.8,26164.0
26181,,,26181.0,26181.0
26205,,,26205.0,26205.0
26208,,,26208.0,26208.0
26209,,,26209.0,26209.0
26228,,,26228.0,26228.0
26261,,,26261.0,26261.0
26337,,,26337.0,26337.0
26339,,,26339.0,26339.0
26280,,,26280.0,26280.0
26282,,,26282.0,26282.0
26287,,,26287.0,26287.0
26521,,,26521.0,26521.0
26588,0.9,9.0,0.9,26588.0
26155,0.1,3.0,0.1,26155.0
26167,,,26167.0,26167.0
26253,,,26253.0,26253.0
26260,0.5,3.0,0.5,26260.0
26271,,,26271.0,26271.0
26275,,,26275.0,26275.0
26276,,,26276.0,26276.0
26323,,,26323.0,26323.0
26032,,,26032.0,26032.0
26056,,,26056.0,26056.0
26136,,,26136.0,26136.0
26141,,,26141.0,26141.0
26601,,,26601.0,26601.0
26619,,,26619.0,26619.0
26651,0.1,4.0,0.1,26651.0
26679,,,26679.0,26679.0
26681,,,26681.0,26681.0
26684,,,26684.0,26684.0
26690,,,26690.0,26690.0
26704,,,26704.0,26704.0
26722,,,26722.0,26722.0
26739,,,26739.0,26739.0
26807,0.7,7.0,0.7,26807.0
26818,,,26818.0,26818.0
26884,,,26884.0,26884.0
26437,,,26437.0,26437.0
25979,,,25979.0,25979.0
26343,,,26343.0,26343.0
26351,0.3,4.0,0.3,26351.0
26366,,,26366.0,26366.0
26424,,,26424.0,26424.0
25857,,,25857.0,25857.0
25862,,,25862.0,25862.0
26203,,,26203.0,26203.0
26206,0.4,4.0,0.4,26206.0
26215,,,26215.0,26215.0
26230,,,26230.0,26230.0
26250,0.4,7.0,0.4,26250.0
26257,,,26257.0,26257.0
26270,,,26270.0,26270.0
26285,,,26285.0,26285.0
26293,,,26293.0,26293.0
26325,,,26325.0,26325.0
26338,,,26338.0,26338.0
26346,,,26346.0,26346.0
26378,,,26378.0,26378.0
26416,0.3,11.0,0.3,26416.0
26426,1.6,42.0,1.6,26426.0
26435,,,26435.0,26435.0
26452,,,26452.0,26452.0
26520,,,26520.0,26520.0
26525,,,26525.0,26525.0
26851,0.2,2.0,0.2,26851.0
26296,,,26296.0,26296.0
26866,,,26866.0,26866.0
26716,,,26716.0,26716.0
26717,,,26717.0,26717.0
26743,3.9,22.0,3.9,26743.0
26750,,,26750.0,26750.0
26034,,,26034.0,26034.0
26037,,,26037.0,26037.0
26062,1.7,158.0,1.7,26062.0
26143,,,26143.0,26143.0
26149,,,26149.0,26149.0
26201,,,26201.0,26201.0
26266,,,26266.0,26266.0
26267,,,26267.0,26267.0
26292,,,26292.0,26292.0
26320,,,26320.0,26320.0
26347,,,26347.0,26347.0
26385,,,26385.0,26385.0
26411,,,26411.0,26411.0
26419,,,26419.0,26419.0
26430,,,26430.0,26430.0
26440,,,26440.0,26440.0
26447,,,26447.0,26447.0
26342,,,26342.0,26342.0
26376,,,26376.0,26376.0
26377,,,26377.0,26377.0
26404,,,26404.0,26404.0
26075,,,26075.0,26075.0
26104,0.5,35.0,0.5,26104.0
26105,1.0,52.0,1.0,26105.0
26146,,,26146.0,26146.0
26039,,,26039.0,26039.0
26033,,,26033.0,26033.0
26035,,,26035.0,26035.0
26038,,,26038.0,26038.0
26047,2.6,75.0,2.6,26047.0
26050,,,26050.0,26050.0
26059,1.0,12.0,1.0,26059.0
26134,,,26134.0,26134.0
26151,,,26151.0,26151.0
26160,,,26160.0,26160.0
26187,,,26187.0,26187.0
26222,,,26222.0,26222.0
26236,,,26236.0,26236.0
26237,,,26237.0,26237.0
26238,,,26238.0,26238.0
26241,,,26241.0,26241.0
26273,,,26273.0,26273.0
26283,,,26283.0,26283.0
26288,,,26288.0,26288.0
26298,,,26298.0,26298.0
26361,,,26361.0,26361.0
26362,0.6,8.0,0.6,26362.0
26372,,,26372.0,26372.0
26415,,,26415.0,26415.0
26574,,,26574.0,26574.0
26581,,,26581.0,26581.0
26586,,,26586.0,26586.0
26590,,,26590.0,26590.0
26656,,,26656.0,26656.0
26711,0.2,2.0,0.2,26711.0
26767,,,26767.0,26767.0
26810,,,26810.0,26810.0
26519,,,26519.0,26519.0
26554,0.7,136.0,0.7,26554.0
26570,1.1,19.0,1.1,26570.0
26587,,,26587.0,26587.0
26611,,,26611.0,26611.0
26623,,,26623.0,26623.0
26624,0.4,4.0,0.4,26624.0
26443,,,26443.0,26443.0
26562,,,26562.0,26562.0
26621,,,26621.0,26621.0
26833,,,26833.0,26833.0
26169,,,26169.0,26169.0
26291,,,26291.0,26291.0
26408,,,26408.0,26408.0
26705,,,26705.0,26705.0
26707,,,26707.0,26707.0
26719,,,26719.0,26719.0
26801,,,26801.0,26801.0
26808,,,26808.0,26808.0
26814,,,26814.0,26814.0
26836,0.6,21.0,0.6,26836.0
26852,,,26852.0,26852.0
26374,,,26374.0,26374.0
26537,1.1,24.0,1.1,26537.0
26710,,,26710.0,26710.0
26335,,,26335.0,26335.0
26254,,,26254.0,26254.0
26563,,,26563.0,26563.0
26591,,,26591.0,26591.0
26178,,,26178.0,26178.0
26425,,,26425.0,26425.0
26559,,,26559.0,26559.0
26631,,,26631.0,26631.0
26030,,,26030.0,26030.0
26170,,,26170.0,26170.0
26268,,,26268.0,26268.0
26321,,,26321.0,26321.0
26412,,,26412.0,26412.0
27865,,,27865.0,27865.0
27872,4.8,5.0,4.8,27872.0
27884,,,27884.0,27884.0
27893,,4.0,4.0,27893.0
27915,,,27915.0,27915.0
27921,0.1,2.0,0.1,27921.0
27829,,,27829.0,27829.0
27830,,,27830.0,27830.0
27845,,,27845.0,27845.0
27847,,,27847.0,27847.0
27858,1.9,548.0,1.9,27858.0
27876,,,27876.0,27876.0
27882,,,27882.0,27882.0
27889,,,27889.0,27889.0
27923,,,27923.0,27923.0
27040,,,27040.0,27040.0
27591,0.2,17.0,0.2,27591.0
27544,,,27544.0,27544.0
27562,,,27562.0,27562.0
27581,,,27581.0,27581.0
27041,0.9,30.0,0.9,27041.0
27050,,,27050.0,27050.0
27052,,,27052.0,27052.0
27105,4.3,634.0,4.3,27105.0
27109,2.2,13.0,2.2,27109.0
27242,,,27242.0,27242.0
27249,,,27249.0,27249.0
27260,2.2,192.0,2.2,27260.0
27281,,,27281.0,27281.0
27295,0.3,49.0,0.3,27295.0
27314,,,27314.0,27314.0
27357,,,27357.0,27357.0
27508,,,27508.0,27508.0
27522,,,27522.0,27522.0
27526,0.1,11.0,0.1,27526.0
27563,,,27563.0,27563.0
27589,,,27589.0,27589.0
27310,,,27310.0,27310.0
27358,,,27358.0,27358.0
27376,,,27376.0,27376.0
27403,1.0,105.0,1.0,27403.0
27455,0.2,23.0,0.2,27455.0
27510,13.2,1231.0,13.2,27510.0
27521,,1.0,1.0,27521.0
27546,,1.0,1.0,27546.0
27551,0.7,4.0,0.7,27551.0
27565,0.1,8.0,0.1,27565.0
27569,,1.0,1.0,27569.0
27583,,,27583.0,27583.0
27592,,,27592.0,27592.0
27606,5.0,1310.0,5.0,27606.0
27817,,,27817.0,27817.0
27819,,,27819.0,27819.0
27820,,,27820.0,27820.0
27826,,,27826.0,27826.0
27827,15.4,4.0,4.0,27827.0
27849,2.1,16.0,2.1,27849.0
27043,0.3,8.0,0.3,27043.0
27047,,,27047.0,27047.0
27203,,1.0,1.0,27203.0
27212,,,27212.0,27212.0
27229,0.8,9.0,0.8,27229.0
27231,1.0,8.0,1.0,27231.0
27258,,,27258.0,27258.0
27298,,,27298.0,27298.0
27051,0.2,8.0,0.2,27051.0
27233,,,27233.0,27233.0
27046,,,27046.0,27046.0
27252,,,27252.0,27252.0
27407,1.3,330.0,1.3,27407.0
27553,,,27553.0,27553.0
27812,1.2,11.0,1.2,27812.0
27837,0.2,6.0,0.2,27837.0
27843,,,27843.0,27843.0
27888,,,27888.0,27888.0
27856,0.6,43.0,0.6,27856.0
27942,,,27942.0,27942.0
27816,,,27816.0,27816.0
26161,,,26161.0,26161.0
26234,,,26234.0,26234.0
27809,,,27809.0,27809.0
27609,1.3,239.0,1.3,27609.0
27614,0.1,20.0,0.1,27614.0
27616,1.3,347.0,1.3,27616.0
27839,,,27839.0,27839.0
27842,,,27842.0,27842.0
27844,0.9,10.0,0.9,27844.0
27853,,,27853.0,27853.0
27869,,,27869.0,27869.0
27615,0.6,127.0,0.6,27615.0
27807,0.1,3.0,0.1,27807.0
27890,,,27890.0,27890.0
27958,0.5,24.0,0.5,27958.0
27101,3.6,280.0,3.6,27101.0
27283,,,27283.0,27283.0
27834,1.2,298.0,1.2,27834.0
27873,,,27873.0,27873.0
27925,,,27925.0,27925.0
27973,,,27973.0,27973.0
26560,,,26560.0,26560.0
27537,,3.0,3.0,27537.0
27881,,,27881.0,27881.0
27340,,,27340.0,27340.0
27978,,,27978.0,27978.0
27617,0.5,55.0,0.5,27617.0
27201,,,27201.0,27201.0
27523,0.2,12.0,0.2,27523.0
27709,,,27709.0,27709.0
27527,,,27527.0,27527.0
27531,,,27531.0,27531.0
27861,,,27861.0,27861.0
27517,6.2,722.0,6.2,27517.0
27518,0.3,31.0,0.3,27518.0
27825,,,27825.0,27825.0
27574,,3.0,3.0,27574.0
27205,0.1,17.0,0.1,27205.0
27332,0.2,23.0,0.2,27332.0
27879,,,27879.0,27879.0
27539,0.8,88.0,0.8,27539.0
27577,0.1,10.0,0.1,27577.0
27556,,,27556.0,27556.0
27519,0.6,149.0,0.6,27519.0
27016,,,27016.0,27016.0
27326,,,27326.0,27326.0
27110,,,27110.0,27110.0
27007,0.2,2.0,0.2,27007.0
27022,,,27022.0,27022.0
27023,,,27023.0,27023.0
27024,,,27024.0,27024.0
27042,,,27042.0,27042.0
27103,0.5,84.0,0.5,27103.0
27209,,,27209.0,27209.0
27265,0.4,101.0,0.4,27265.0
27306,0.4,11.0,0.4,27306.0
27311,,,27311.0,27311.0
27330,0.4,73.0,0.4,27330.0
27406,1.6,425.0,1.6,27406.0
27409,0.7,67.0,0.7,27409.0
27501,0.2,16.0,0.2,27501.0
27927,,,27927.0,27927.0
27929,,,27929.0,27929.0
27944,,,27944.0,27944.0
27946,,,27946.0,27946.0
27953,,,27953.0,27953.0
27956,,,27956.0,27956.0
27957,,,27957.0,27957.0
27964,,,27964.0,27964.0
27968,,,27968.0,27968.0
27980,,,27980.0,27980.0
27981,,,27981.0,27981.0
27983,0.9,25.0,0.9,27983.0
27607,3.0,381.0,3.0,27607.0
27610,3.2,1084.0,3.2,27610.0
27704,4.2,711.0,4.2,27704.0
27712,0.7,77.0,0.7,27712.0
27803,0.2,18.0,0.2,27803.0
27804,0.3,46.0,0.3,27804.0
27851,0.5,13.0,0.5,27851.0
27857,,,27857.0,27857.0
27863,,,27863.0,27863.0
27875,,,27875.0,27875.0
27880,0.7,10.0,0.7,27880.0
27916,,,27916.0,27916.0
27919,,,27919.0,27919.0
27920,,,27920.0,27920.0
27897,,,27897.0,27897.0
27910,0.4,20.0,0.4,27910.0
27917,,,27917.0,27917.0
27949,,,27949.0,27949.0
27966,,,27966.0,27966.0
27982,,,27982.0,27982.0
27986,,,27986.0,27986.0
27507,,,27507.0,27507.0
27514,12.2,1824.0,12.2,27514.0
27541,0.3,5.0,0.3,27541.0
27572,,,27572.0,27572.0
27597,0.2,22.0,0.2,27597.0
27601,7.5,325.0,7.5,27601.0
27703,3.2,855.0,3.2,27703.0
27805,0.2,3.0,0.2,27805.0
27808,2.1,16.0,2.1,27808.0
27828,,,27828.0,27828.0
27006,,,27006.0,27006.0
27018,,,27018.0,27018.0
27299,0.3,8.0,0.3,27299.0
27312,0.4,38.0,0.4,27312.0
27320,0.2,30.0,0.2,27320.0
27608,0.3,17.0,0.3,27608.0
27612,1.3,280.0,1.3,27612.0
27613,0.2,46.0,0.2,27613.0
27707,3.7,957.0,3.7,27707.0
27801,1.9,139.0,1.9,27801.0
27823,0.2,7.0,0.2,27823.0
27840,,,27840.0,27840.0
27852,,,27852.0,27852.0
27864,,,27864.0,27864.0
27886,0.2,20.0,0.2,27886.0
27891,,,27891.0,27891.0
27896,0.2,23.0,0.2,27896.0
27356,,,27356.0,27356.0
27408,0.3,27.0,0.3,27408.0
27504,0.6,41.0,0.6,27504.0
27513,0.4,94.0,0.4,27513.0
27520,0.2,39.0,0.2,27520.0
27525,,,27525.0,27525.0
27530,0.9,135.0,0.9,27530.0
27534,0.4,64.0,0.4,27534.0
27536,,,27536.0,27536.0
27540,0.2,36.0,0.2,27540.0
27560,0.1,12.0,0.1,27560.0
27587,0.2,65.0,0.2,27587.0
27866,,,27866.0,27866.0
27892,,,27892.0,27892.0
27924,,,27924.0,27924.0
27928,,,27928.0,27928.0
27935,,,27935.0,27935.0
27937,,,27937.0,27937.0
27962,,,27962.0,27962.0
27020,,,27020.0,27020.0
27027,0.1,1.0,0.1,27027.0
27030,0.6,92.0,0.6,27030.0
27048,,,27048.0,27048.0
27053,0.7,10.0,0.7,27053.0
27104,0.4,54.0,0.4,27104.0
27106,0.6,122.0,0.6,27106.0
27814,,,27814.0,27814.0
27818,,,27818.0,27818.0
27822,,,27822.0,27822.0
27011,,,27011.0,27011.0
27012,0.1,10.0,0.1,27012.0
27014,,,27014.0,27014.0
27017,,1.0,1.0,27017.0
27870,,,27870.0,27870.0
27885,,,27885.0,27885.0
27926,,,27926.0,27926.0
27947,,,27947.0,27947.0
27959,,,27959.0,27959.0
27965,,,27965.0,27965.0
27974,,,27974.0,27974.0
27985,,,27985.0,27985.0
27922,,,27922.0,27922.0
27936,,,27936.0,27936.0
27939,,,27939.0,27939.0
27950,0.9,10.0,0.9,27950.0
27954,,,27954.0,27954.0
27970,,,27970.0,27970.0
27596,0.4,33.0,0.4,27596.0
27705,4.5,1005.0,4.5,27705.0
27713,2.4,730.0,2.4,27713.0
27821,,,27821.0,27821.0
27824,2.2,19.0,2.2,27824.0
27846,,,27846.0,27846.0
27855,,,27855.0,27855.0
27878,2.7,19.0,2.7,27878.0
27883,0.6,7.0,0.6,27883.0
27909,0.4,72.0,0.4,27909.0
27932,,,27932.0,27932.0
27941,,,27941.0,27941.0
27960,,,27960.0,27960.0
27967,,,27967.0,27967.0
27972,,,27972.0,27972.0
27976,,,27976.0,27976.0
27045,,,27045.0,27045.0
27009,1.7,22.0,1.7,27009.0
27028,0.6,70.0,0.6,27028.0
27054,,,27054.0,27054.0
27127,0.8,149.0,0.8,27127.0
27208,,,27208.0,27208.0
27215,,7.0,7.0,27215.0
27217,0.4,71.0,0.4,27217.0
27235,,,27235.0,27235.0
27214,,,27214.0,27214.0
27244,,,27244.0,27244.0
27263,1.2,120.0,1.2,27263.0
27278,0.4,51.0,0.4,27278.0
27288,0.1,10.0,0.1,27288.0
27291,,,27291.0,27291.0
27301,,,27301.0,27301.0
27302,1.2,176.0,1.2,27302.0
27313,,,27313.0,27313.0
27343,,,27343.0,27343.0
27350,,,27350.0,27350.0
27370,0.1,7.0,0.1,27370.0
27379,,,27379.0,27379.0
27502,0.4,72.0,0.4,27502.0
27503,,,27503.0,27503.0
27509,,,27509.0,27509.0
27557,0.1,3.0,0.1,27557.0
27559,,,27559.0,27559.0
27571,,,27571.0,27571.0
27701,10.6,1141.0,10.6,27701.0
27806,,,27806.0,27806.0
27810,1.2,21.0,1.2,27810.0
27813,1.8,6.0,1.8,27813.0
27248,,,27248.0,27248.0
27282,,,27282.0,27282.0
27305,,,27305.0,27305.0
27315,,,27315.0,27315.0
27325,,,27325.0,27325.0
27344,0.4,37.0,0.4,27344.0
27355,,,27355.0,27355.0
27360,0.4,74.0,0.4,27360.0
27377,,,27377.0,27377.0
27401,5.4,462.0,5.4,27401.0
27405,1.9,377.0,1.9,27405.0
27410,0.6,186.0,0.6,27410.0
27505,,,27505.0,27505.0
27511,1.1,197.0,1.1,27511.0
27545,,,27545.0,27545.0
27549,0.2,21.0,0.2,27549.0
27555,,,27555.0,27555.0
27568,,,27568.0,27568.0
27573,0.7,27.0,0.7,27573.0
27576,0.1,6.0,0.1,27576.0
27582,,,27582.0,27582.0
27603,1.4,394.0,1.4,27603.0
27604,1.0,257.0,1.0,27604.0
27605,2.5,84.0,2.5,27605.0
27938,,,27938.0,27938.0
27943,,,27943.0,27943.0
27948,,,27948.0,27948.0
27239,1.6,59.0,1.6,27239.0
27243,1.0,24.0,1.0,27243.0
27253,0.1,14.0,0.1,27253.0
27262,1.5,149.0,1.5,27262.0
27284,0.1,35.0,0.1,27284.0
27292,0.6,91.0,0.6,27292.0
27316,4.3,116.0,4.3,27316.0
27317,,,27317.0,27317.0
27341,,,27341.0,27341.0
27349,,,27349.0,27349.0
27371,,,27371.0,27371.0
27516,6.4,1372.0,6.4,27516.0
27524,0.3,16.0,0.3,27524.0
27529,0.3,64.0,0.3,27529.0
27542,,,27542.0,27542.0
27019,,,27019.0,27019.0
27055,0.1,7.0,0.1,27055.0
27107,1.2,250.0,1.2,27107.0
27207,0.3,5.0,0.3,27207.0
27013,0.1,3.0,0.1,27013.0
27021,,,27021.0,27021.0
27025,,1.0,1.0,27025.0
27831,,,27831.0,27831.0
27832,,,27832.0,27832.0
27841,,,27841.0,27841.0
27860,,,27860.0,27860.0
27862,,,27862.0,27862.0
28332,,,28332.0,28332.0
28339,,,28339.0,28339.0
28341,,,28341.0,28341.0
28348,0.2,29.0,0.2,28348.0
28352,0.2,16.0,0.2,28352.0
28358,0.2,25.0,0.2,28358.0
28409,1.3,216.0,1.3,28409.0
28420,,,28420.0,28420.0
28708,,,28708.0,28708.0
28712,0.6,44.0,0.6,28712.0
28717,,,28717.0,28717.0
28742,,,28742.0,28742.0
28747,,,28747.0,28747.0
28748,,,28748.0,28748.0
28754,0.2,9.0,0.2,28754.0
28781,,,28781.0,28781.0
28786,0.4,36.0,0.4,28786.0
28904,,,28904.0,28904.0
28905,,,28905.0,28905.0
28273,1.6,334.0,1.6,28273.0
28328,0.3,28.0,0.3,28328.0
28340,,,28340.0,28340.0
28345,,,28345.0,28345.0
28349,,,28349.0,28349.0
28350,,,28350.0,28350.0
28365,,,28365.0,28365.0
28367,,,28367.0,28367.0
28382,,,28382.0,28382.0
28384,,,28384.0,28384.0
28501,0.4,26.0,0.4,28501.0
28508,,,28508.0,28508.0
28523,,,28523.0,28523.0
28582,,,28582.0,28582.0
28594,,,28594.0,28594.0
28613,,1.0,1.0,28613.0
28622,2.4,16.0,2.4,28622.0
28532,0.2,21.0,0.2,28532.0
28618,,,28618.0,28618.0
28646,,,28646.0,28646.0
28683,,,28683.0,28683.0
28901,0.9,16.0,0.9,28901.0
28584,,,28584.0,28584.0
28586,,,28586.0,28586.0
28601,0.1,30.0,0.1,28601.0
28604,0.3,11.0,0.3,28604.0
28627,,,28627.0,28627.0
28640,,,28640.0,28640.0
28649,,,28649.0,28649.0
28654,,,28654.0,28654.0
28666,,,28666.0,28666.0
28670,,,28670.0,28670.0
28682,,,28682.0,28682.0
28694,,,28694.0,28694.0
28711,0.3,17.0,0.3,28711.0
28714,,,28714.0,28714.0
28739,0.4,33.0,0.4,28739.0
28763,,,28763.0,28763.0
28356,,,28356.0,28356.0
28269,1.4,557.0,1.4,28269.0
28403,0.8,156.0,0.8,28403.0
28516,0.6,32.0,0.6,28516.0
28607,3.1,475.0,3.1,28607.0
28678,,,28678.0,28678.0
28114,,,28114.0,28114.0
28746,,,28746.0,28746.0
28806,1.0,204.0,1.0,28806.0
28134,2.1,115.0,2.1,28134.0
28209,2.7,363.0,2.7,28209.0
28689,1.3,10.0,1.3,28689.0
28736,,,28736.0,28736.0
28107,1.2,45.0,1.2,28107.0
28163,,,28163.0,28163.0
28342,,,28342.0,28342.0
28629,,,28629.0,28629.0
28673,,,28673.0,28673.0
28721,0.2,7.0,0.2,28721.0
28553,,,28553.0,28553.0
28663,2.0,7.0,2.0,28663.0
27850,,,27850.0,27850.0
27871,,,27871.0,27871.0
27874,,,27874.0,27874.0
27979,,,27979.0,27979.0
28244,,,28244.0,28244.0
28583,,,28583.0,28583.0
28672,,,28672.0,28672.0
28667,,,28667.0,28667.0
28375,,,28375.0,28375.0
28533,1.6,52.0,1.6,28533.0
28310,0.4,24.0,0.4,28310.0
28759,,,28759.0,28759.0
28652,,,28652.0,28652.0
28312,1.0,83.0,1.0,28312.0
28108,,,28108.0,28108.0
28775,,,28775.0,28775.0
28282,,,28282.0,28282.0
28280,,,28280.0,28280.0
28039,,,28039.0,28039.0
28720,,,28720.0,28720.0
28379,,,28379.0,28379.0
28456,,,28456.0,28456.0
28308,,,28308.0,28308.0
28785,0.6,22.0,0.6,28785.0
28587,1.3,2.0,1.3,28587.0
28424,,,28424.0,28424.0
28504,0.2,18.0,0.2,28504.0
28792,0.4,61.0,0.4,28792.0
28647,,,28647.0,28647.0
28628,,,28628.0,28628.0
28173,0.5,128.0,0.5,28173.0
28205,6.7,1769.0,6.7,28205.0
28214,0.8,153.0,0.8,28214.0
28307,0.3,31.0,0.3,28307.0
28315,,,28315.0,28315.0
28318,0.2,5.0,0.2,28318.0
28320,,,28320.0,28320.0
28333,,,28333.0,28333.0
28730,,,28730.0,28730.0
28480,,,28480.0,28480.0
28715,0.8,99.0,0.8,28715.0
28716,0.8,63.0,0.8,28716.0
28729,,,28729.0,28729.0
28732,0.3,24.0,0.3,28732.0
28733,,,28733.0,28733.0
28001,0.5,58.0,0.5,28001.0
28007,,,28007.0,28007.0
28018,,,28018.0,28018.0
28020,,,28020.0,28020.0
28025,0.7,183.0,0.7,28025.0
28072,,,28072.0,28072.0
28421,,,28421.0,28421.0
28422,0.3,8.0,0.3,28422.0
28423,1.4,14.0,1.4,28423.0
28430,,,28430.0,28430.0
28445,,,28445.0,28445.0
28448,,,28448.0,28448.0
28449,,,28449.0,28449.0
28468,,,28468.0,28468.0
28432,,,28432.0,28432.0
28394,,,28394.0,28394.0
28395,,,28395.0,28395.0
28411,0.2,29.0,0.2,28411.0
28436,5.0,53.0,5.0,28436.0
28441,,,28441.0,28441.0
28443,,,28443.0,28443.0
28452,,,28452.0,28452.0
28458,,,28458.0,28458.0
28463,,,28463.0,28463.0
28479,,,28479.0,28479.0
28510,1.6,10.0,1.6,28510.0
28512,1.1,17.0,1.1,28512.0
28515,0.4,3.0,0.4,28515.0
28745,,,28745.0,28745.0
28751,,,28751.0,28751.0
28752,,,28752.0,28752.0
28768,,,28768.0,28768.0
28805,0.5,43.0,0.5,28805.0
28906,0.2,15.0,0.2,28906.0
28077,,,28077.0,28077.0
28097,0.3,9.0,0.3,28097.0
28103,,,28103.0,28103.0
28105,1.6,349.0,1.6,28105.0
28110,0.4,114.0,0.4,28110.0
28124,,,28124.0,28124.0
28127,,,28127.0,28127.0
28137,,,28137.0,28137.0
28139,,,28139.0,28139.0
28212,6.7,1424.0,6.7,28212.0
28217,7.4,1095.0,7.4,28217.0
28227,1.8,483.0,1.8,28227.0
28338,,,28338.0,28338.0
28078,2.0,593.0,2.0,28078.0
28083,0.1,16.0,0.1,28083.0
28088,,,28088.0,28088.0
28101,,,28101.0,28101.0
28112,0.5,56.0,0.5,28112.0
28133,,,28133.0,28133.0
28147,0.2,19.0,0.2,28147.0
28160,,,28160.0,28160.0
28164,,1.0,1.0,28164.0
28617,,,28617.0,28617.0
28636,,,28636.0,28636.0
28637,,,28637.0,28637.0
28651,,,28651.0,28651.0
28658,0.4,53.0,0.4,28658.0
28662,,,28662.0,28662.0
28668,0.6,1.0,0.6,28668.0
28676,0.1,1.0,0.1,28676.0
28705,,,28705.0,28705.0
28723,0.5,23.0,0.5,28723.0
28740,,,28740.0,28740.0
28743,,,28743.0,28743.0
28749,,,28749.0,28749.0
28757,,,28757.0,28757.0
28761,,,28761.0,28761.0
28771,,1.0,1.0,28771.0
28772,,,28772.0,28772.0
28773,,,28773.0,28773.0
